"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"TARAWERA ROAD","180","S","OKAREKA LOOP ROAD S","201241742","05/12/2012","Wed","0745","CAR1 NBD on TARAWERA ROAD lost control turning right, CAR1 hit Cliff Bank, Over Bank, Water/River on right hand bend ","CAR1 lost control when turning, driving unfamiliar vehicle  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1892004","5767954",
"TARAWERA ROAD","50","W","OKAREKA LOOP ROAD S","2930520","17/01/2009","Sat","1925","CAR1 WBD on TARAWERA ROAD hit CAR2 manoeuvring","CAR1 didnt see/look behind when reversing/manoeuvering","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1891906","5768131",
"TARAWERA ROAD","400","W","OKAREKA LOOP ROAD S","2844157","07/12/2008","Sun","0530","CAR1 WBD on TARAWERA ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control under heavy braking","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1891565","5768179",
"TARAWERA ROAD","1200","W","OKAREKA LOOP ROAD S","2837823","08/07/2008","Tue","2350","CAR1 SBD on TARAWERA ROAD lost control turning right, CAR1 hit Other on right hand bend ","CAR1 too fast entering corner, lost control under heavy braking","Ice/ Snow","Dark","Unknown","Unknown","N/A","0","0","0","1891401","5768946",
"TARAWERA ROAD","300","S","RED TANK ROAD","2937035","25/06/2009","Thu","0635","CAR1 NBD on TARAWERA ROAD lost control turning right, CAR1 went Over Bank, Tree on right hand bend ","CAR1 too fast for conditions, lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Mist","Unknown","N/A","0","0","0","1890903","5770245",
"TARAWERA ROAD","50","W","RED TANK ROAD","201031119","07/01/2010","Thu","1913","CAR1 WBD on TARAWERA ROAD lost control turning right, CAR1 hit Fence, Ditch on right hand bend ","CAR1 too far left/right, lost control while returning to seal from unsealed shoulder, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1890615","5770424",
"TARAWERA ROAD","70","E","SELWYN ROAD","201033539","24/03/2010","Wed","1305","CAR1 WBD on TARAWERA ROAD hit rear end of CAR2 stop/slow for queue","CAR1 following too closely, failed to notice car slowing","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1888021","5772059",
"TARAWERA ROAD","5","S","SH 30","201030014","01/01/2010","Fri","1320","CAR1 NBD on TARAWERA ROAD hit rear end of MOTOR CYCLE2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1887169","5772701",
"TARAWERA ROAD","5","S","SH 30","2839956","07/09/2008","Sun","0900","CAR1 NBD on TARAWERA ROAD hit rear end of VAN2 stop/slow for cross traffic","CAR1 following too closely, attention diverted by other traffic","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1887169","5772701",
"TARAWERA ROAD","5","S","SH 30","2936060","21/06/2009","Sun","1000","CAR1 NBD on TARAWERA ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing, attention diverted by other traffic","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1887169","5772701",
"TARAWERA ROAD","50","S","SH 30","201038374","09/08/2010","Mon","0930","CAR1 SBD on TARAWERA ROAD hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when reversing/manoeuvering, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","Nil","0","0","0","1887205","5772673",
"TARAWERA ROAD","100","S","SH 30","2831747","15/01/2008","Tue","1320","VAN1 SBD on TARAWERA ROAD hit CAR2 manoeuvring","VAN1 attention diverted by other traffic, didnt see/look behind when reversing/manoeuvering","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1887245","5772643",
"TARAWERA ROAD","100","S","SH 30","201043052","20/11/2010","Sat","1608","CAR1 NBD on TARAWERA ROAD hit VAN2 U-turning from opposite direction of travel","VAN2 did not see or look for other party until too late, misjudged speed etc of vehicle coming from another dirn with right of way","Wet","Overcast","Fine","Unknown","N/A","0","0","0","1887244","5772643",
"TARAWERA ROAD","2260","S","SH 30","201035726","17/06/2010","Thu","0600","CAR1 NBD on TARAWERA ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Unknown","Unknown","Nil","0","0","0","1888935","5771377",
"TARAWERA ROAD","","I","SH 30","2834235","31/03/2008","Mon","1500","CAR1 NBD on TARAWERA ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 following too closely, failed to notice car slowing","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1887169","5772701",
"TARAWERA ROAD","","I","SH 30","201039466","20/08/2010","Fri","0840","CAR1 WBD on TARAWERA ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 following too closely","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1887169","5772701",
"TARAWERA ROAD","2000","E","SH 34","2802309","29/03/2008","Sat","0035","CAR1 SBD on TARAWERA ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, evading enforcement","Dry","Dark","Fine","Unknown","N/A","0","1","0","1927933","5778376",
"TARAWERA ROAD","","I","SPENCER ROAD","2901704","12/02/2009","Thu","1050","MOPED1 EBD on TARAWERA ROAD lost control turning right on right hand bend ","MOPED1 lost control when turning, new driver showed inexperience, worn tread on tyre  ENV: slippery, road slippery (rain)","Wet","Overcast","Light Rain","T Type Junction","Nil","0","0","1","1895402","5766075",
"TARAWERA ROAD","50","S","TE MU ROAD","201043050","16/11/2010","Tue","1845","CAR1 NBD on TARAWERA ROAD swinging wide hit CAR2 head on","CAR1 on incorrect side of the island or median, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1894688","5765678",
"TARAWERA ROAD","770","S","TE MU ROAD","2801500","15/02/2008","Fri","2152","CAR1 EBD on TARAWERA ROAD lost control turning left, CAR1 hit Tree","CAR1 alcohol test result unknown, too fast entering corner","Dry","Dark","Fine","Unknown","N/A","0","2","0","1894219","5765181",
"TARAWERA ROAD","5","E","TE NGAE ROAD","2932220","21/01/2009","Wed","1240","CAR1 NBD on TARAWERA ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1887169","5772701",
"TARAWERA ROAD","2000","N","WATERHOUSE ST","2905701","31/12/2009","Thu","1640","VAN1 NBD on TARAWERA ROAD lost control; went off road to left, VAN1 hit Cliff Bank, Water/River","VAN1 too fast for conditions, lost control on unsealed road, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1927351","5777814",
"TARENA ST","","I","DANSEY ROAD","2936743","12/05/2009","Tue","1910","CAR1 EBD on TARENA ST lost control turning left, CAR1 hit Fence, Traffic Island","CAR1 too fast entering corner, new driver showed inexperience","Wet","Dark","Fine","T Type Junction","Give Way Sign","0","0","0","1870489","5779124",
"TAREWA ROAD","","I","KUIRAU ST","201130089","19/01/2011","Wed","1118","CAR1 SBD on TAREWA ROAD hit rear end of CAR2 stopped/moving slowly","CAR1 following too closely, new driver showed inexperience","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","0","1884141","5774804",
"TAREWA ROAD","10","S","LAKE ROAD","201035725","17/06/2010","Thu","2040","VAN1 NBD on TAREWA ROAD hit Vehicle while manoeuvring","VAN1 didnt see/look behind when reversing/manoeuvering","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","0","0","1884162","5774902",
"TAREWA ROAD","20","S","LAKE ROAD","201135045","27/05/2011","Fri","0245","CAR1 NBD on TAREWA ROAD hit obstruction, CAR1 hit Debris","CAR1 obstruction on roadway  ENV: road slippery (rain), obstructed","Wet","Dark","Light Rain","Unknown","N/A","0","0","0","1884160","5774893",
"TAREWA ROAD","","I","LAKE ROAD","2943712","04/12/2009","Fri","1230","CAR1 SBD on TAREWA ROAD hit rear of left turning CAR2 ","CAR1 following too closely","Wet","Overcast","Light Rain","T Type Junction","Nil","0","0","0","1884164","5774912",
"TAREWA ROAD","5","N","SH 30A","2936893","26/06/2009","Fri","","CAR1 SBD on TAREWA ROAD hit rear end of CAR2 stop/slow for cross traffic","CAR1 failed to notice car slowing","Wet","Overcast","Fine","T Type Junction","Stop Sign","0","0","0","1883921","5774051",
"TAREWA ROAD","5","N","SH 30A","2942551","09/11/2009","Mon","1535","CAR1 SBD on TAREWA ROAD hit rear end of TAXI2 stop/slow for cross traffic","CAR1 following too closely, failed to notice car slowing","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","0","0","1883921","5774051",
"TAREWA ROAD","5","N","SH 30A","2936876","20/03/2009","Fri","0906","SUV1 SBD on TAREWA ROAD hit rear end of CAR2 stop/slow for cross traffic","SUV1 following too closely, failed to notice car slowing","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","0","0","1883921","5774051",
"TAREWA ROAD","70","N","SH 30A","2935131","02/06/2009","Tue","0735","CAR1 SBD on TAREWA ROAD lost control turning left","CAR1 too fast entering corner, lost control when turning","Wet","Twilight","Fine","Unknown","Nil","0","0","0","1883900","5774113",
"TAREWA ROAD","100","N","SH 30A","201006412","18/09/2010","Sat","0331","TRUCK1 NBD on TAREWA ROAD lost control turning right, TRUCK1 hit Fence on right hand bend ","TRUCK1 alcohol test above limit or test refused  ENV: road slippery (rain), strong wind","Wet","Dark","Heavy Rain","Unknown","Nil","0","0","1","1883891","5774142",
"TAREWA ROAD","150","N","SH 30A","2805211","19/10/2008","Sun","0345","CAR1 SBD on TAREWA ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, too fast entering corner, service brake defective, windscreen or rear window misted/frosted","Dry","Dark","Fine","Unknown","N/A","0","0","1","1883876","5774189",
"TAREWA ROAD","10","N","TAREWA PLACE","201103715","03/08/2011","Wed","2047","CAR1 SBD on TAREWA ROAD lost control on straight and hit CAR2 head on","CAR1 lost control, emotionally upset/road rage","Dry","Dark","Fine","T Type Junction","Stop Sign","0","1","2","1883936","5774291",
"TAREWA ROAD","110","S","TAREWA PLACE","201132545","04/03/2011","Fri","1945","CAR1 SBD on TAREWA ROAD lost control on curve and hit CAR2 head on","CAR1 lost control when turning  ENV: heavy rain","Wet","Twilight","Heavy Rain","Unknown","N/A","0","0","0","1883876","5774188",
"TAREWA ROAD","","I","TAREWA PLACE","2933118","27/03/2009","Fri","0900","VAN1 SBD on TAREWA ROAD hit CAR2 turning right onto TAREWA ROAD from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","0","0","1883931","5774282",
"TASMAN DRIVE","60","E","KUPE PLACE","2901269","13/01/2009","Tue","1000","SUV1 entering/leaving driveway hit PEDESTRIAN walking on footpath","SUV1 didnt see/look behind when reversing/manoeuvering  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","1","1849768","5766741",
"TASMAN QUAY","","I","MAUI ST","201241205","19/12/2012","Wed","1049","TRUCK1 NBD on TASMAN QUAY hit TRUCK2 merging from the right, TRUCK1 hit Fence","TRUCK1 suddenly swerved to avoid vehicle  TRUCK2 failed to give way at give way sign, misjudged speed of own vehicle","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1880903","5826910",
"TASMAN QUAY","80","N","SH 2","2905536","10/11/2009","Tue","1804","CAR1 SBD on TASMAN QUAY hit VAN2 headon on straight","CAR1 suddenly turned right  VAN2 alcohol test above limit or test refused","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1880891","5826598",
"TASMAN QUAY","200","N","SH 2","2941953","11/10/2009","Sun","0020","VAN1 NBD on TASMAN QUAY hit rear end of CAR2 stop/slow for obstruction","VAN1 alcohol test above limit or test refused, intentional collision, evading enforcement  CAR2 intentional collision  CAR3 intentional collision","Dry","Dark","Fine","Unknown","N/A","0","0","0","1880896","5826718",
"TAUHARA ROAD","","I","A C BATHS AVENUE","201040530","16/09/2010","Thu","1810","CAR1 WBD on TAUHARA ROAD hit CAR2 crossing at right angle from right","CAR2 failed to give way at give way sign, defective vision","Wet","Dark","Light Rain","X Type Junction","Give Way Sign","0","0","0","1869069","5714114",
"TAUHARA ROAD","","I","A C BATHS AVENUE","2905067","01/11/2009","Sun","1757","CAR1 WBD on TAUHARA ROAD hit CAR2 crossing at right angle from right","CAR2 alcohol test above limit or test refused, failed to give way at give way sign","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","2","1869069","5714114",
"TAUHARA ROAD","","I","A C BATHS AVENUE","2903751","10/06/2009","Wed","1410","SUV1 WBD on TAUHARA ROAD hit SUV2 crossing at right angle from right","SUV2 failed to give way at give way sign","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","0","1","1869069","5714114",
"TAUHARA ROAD","","I","A C BATHS AVENUE","201239872","06/11/2012","Tue","1735","CAR2 turning right hit by oncoming CAR1 EBD on TAUHARA ROAD ","CAR1 overtaking on left  CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","0","0","1869069","5714114",
"TAUHARA ROAD","","I","HATTON ST","201040546","27/09/2010","Mon","1300","TRUCK1 EBD on TAUHARA ROAD hit rear end of TRUCK2 stop/slow for obstruction","TRUCK2 suddenly braked  VAN3 following too closely","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1869834","5713826",
"TAUHARA ROAD","50","W","MIRO ST","2805249","13/12/2008","Sat","0950","CYCLIST1 (Age 31)WBD on TAUHARA ROAD sideswiped by VAN2 turning left","CYCLIST1 misjudged intentions of another party  VAN2 turned left from near centre line, brake-lights or indicators faulty or not fitted  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","N/A","0","1","0","1870305","5713699",
"TAUHARA ROAD","60","W","MIRO ST","2903423","13/04/2009","Mon","2200","CAR1 WBD on TAUHARA ROAD lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","3","1870295","5713696",
"TAUHARA ROAD","80","W","MIRO ST","201004413","28/08/2010","Sat","0230","SUV1 WBD on TAUHARA ROAD lost control turning right, SUV1 hit Post Or Pole on right hand bend ","SUV1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","0","2","1870276","5713696",
"TAUHARA ROAD","150","W","MIRO ST","201037170","09/07/2010","Fri","2125","CAR1 EBD on TAUHARA ROAD lost control while overtaking, CAR1 hit Kerb, Post Or Pole","CAR1 too fast on straight, overtaking deliberately in the face of oncoming traffic, suddenly swerved to avoid vehicle","Dry","Dark","Fine","Unknown","N/A","0","0","0","1870206","5713704",
"TAUHARA ROAD","","I","MIRO ST","201003245","02/06/2010","Wed","1403","CAR1 NBD on MIRO ST lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test below limit, too fast entering corner, lost control when turning, worn tread on tyre","Wet","Overcast","Fine","T Type Junction","Give Way Sign","0","0","1","1870353","5713712",
"TAUHARA ROAD","30","E","PUIA ST","201103213","05/05/2011","Thu","2255","CAR1 EBD on TAUHARA ROAD lost control; went off road to right, CAR1 hit Kerb, Post Or Pole","CAR1 alcohol suspected, too fast on straight, lost control  ENV: road surface under construction or maintenance","Dry","Dark","Fine","Unknown","N/A","0","0","1","1869357","5714006",
"TAUHARA ROAD","100","W","PUIA ST","201230637","27/03/2012","Tue","1238","CAR1 entering/leaving driveway hit PEDESTRIAN walking on footpath","CAR1 didnt see/look behind when reversing/manoeuvering, didnt see/look when visibility limited by roadside features  WHEELED PEDESTRIAN2 pedestrian behind reversing/manoeuvering vehicle  ENV: visibility limited by trees, visibility limited by hedge or fence, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1869235","5714051",
"TAUHARA ROAD","50","E","RIFLE RANGE ROAD","2934517","13/03/2009","Fri","1916","CAR1 EBD on TAUHARA ROAD lost control; went off road to right, CAR1 hit Fence","CAR1 alcohol suspected, too fast on straight, lost control","Dry","Twilight","Fine","Unknown","N/A","0","0","0","1869650","5713896",
"TAUHARA ROAD","150","W","RIFLE RANGE ROAD","201003794","18/07/2010","Sun","0230","VAN1 WBD on TAUHARA ROAD lost control; went off road to right, VAN1 hit Kerb, Other","VAN1 too fast on straight, lost control, inexperienced driver under instruction, fatigue due to lack of sleep  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1869462","5713966",
"TAUHARA ROAD","","I","RIFLE RANGE ROAD","2837705","30/05/2008","Fri","1100","CAR1 WBD on TAUHARA ROAD hit CAR2 turning right onto TAUHARA ROAD from the left","CAR2 failed to give way at give way sign, wrong pedal, physically disabled","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1869604","5713914",
"TAUHARA ROAD","","I","SPA ROAD","201203307","09/06/2012","Sat","0005","CAR1 EBD on SPA ROAD lost control turning right, CAR1 hit Kerb, Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1868659","5714265",
"TAUHARA ROAD","","I","SPA ROAD","201137294","18/09/2011","Sun","","CAR1 EBD on SPA ROAD lost control turning right, CAR1 hit Kerb, Post Or Pole on right hand bend ","CAR1 too fast entering corner, too far left/right, lost control when turning","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","0","1868659","5714265",
"TAUHARA ROAD","","I","TAHAREPA ROAD","2837118","26/05/2008","Mon","1120","CAR1 NBD on TAHAREPA ROAD hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction, impared ability due to old age","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","0","1869069","5714114",
"TAUHARA ROAD","","I","TAHAREPA ROAD","201104516","12/10/2011","Wed","1257","CAR2 turning right hit by oncoming MOPED1 WBD on TAUHARA ROAD ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles  ENV: road slippery (rain)","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","1","0","1869069","5714114",
"TAUHARA ROAD","","I","TAHAREPA ROAD","2933058","22/03/2009","Sun","1106","SUV1 NBD on TAHAREPA ROAD hit CAR2 crossing at right angle from right","SUV1 failed to give way at give way sign, didnt see/look when visibility obstructed by other vehicles","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","0","1869069","5714114",
"TAUI ST","40","W","WIKARAKA ST","201105697","24/12/2011","Sat","2130","VAN1 EBD on TAUI ST hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 Intoxicated non-driver, crossing road, running heedless of traffic","Dry","Dark","Fine","Unknown","N/A","0","1","0","1882042","5780439",
"TAUMATA ROAD","640","S","BELK ROAD SOUTH","2903664","25/06/2009","Thu","0209","CAR1 NBD on TAUMATA ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 alcohol test below limit, too fast entering corner, lost control when turning, new driver showed inexperience  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","Nil","0","0","1","1873160","5805512",
"TAUMATA ROAD","420","E","DEKKER ROAD","2833164","23/02/2008","Sat","2330","CAR1 WBD on TAUMATA ROAD lost control turning left, CAR1 hit Cliff Bank, Tree","CAR1 too fast entering corner, driver over-reacted  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","0","1873818","5806453",
"TAUPATA ST","450","E","WILSON ROAD SOUTH","2906192","27/12/2009","Sun","0930","CYCLIST1 (Age 54)WBD on TAUPATA ST lost control turning right on right hand bend ","CYCLIST1 too far left/right","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1900914","5808997",
"TAUPO VIEW ROAD","120","N","GILLIES AVENUE","2837894","04/07/2008","Fri","0915","CAR1 SBD on TAUPO VIEW ROAD hit CAR2 doing driveway manoeuvre","CAR1 suddenly swerved to avoid vehicle  CAR2 didnt see/look behind when reversing/manoeuvering  ENV: entering or leaving private house / farm","Wet","Overcast","Fine","Driveway","N/A","0","0","0","1868836","5713073",
"TAUPO VIEW ROAD","","I","GILLIES AVENUE","201031298","25/02/2010","Thu","1600","CAR1 EBD on GILLIES AVENUE lost control turning right, CAR1 hit Traffic Island, Traffic Sign on right hand bend ","CAR1 cutting corner at intersection, inattentive","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","0","1868886","5712964",
"TAUPO VIEW ROAD","150","W","TAMATEA ROAD","2943124","07/10/2009","Wed","1559","CAR1 SBD on TAUPO VIEW ROAD swinging wide hit CAR2 head on","CAR1 alcohol test above limit or test refused, swung wide on bend  CAR2 suddenly swerved to avoid vehicle","Dry","Bright Sun","Fine","Unknown","Nil","0","0","0","1869222","5712607",
"TAUPO VIEW ROAD","200","W","TAMATEA ROAD","201043138","29/11/2010","Mon","0906","CAR1 EBD on TAUPO VIEW ROAD hit rear of VAN2 turning right from left side","VAN2 turned right from left side of road, didnt see/look when visibility limited by roadside features  ENV: visibility limited by curve, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1869174","5712621",
"TAUPO VIEW ROAD","","I","WAITAHANUI AVENUE","2939696","20/08/2009","Thu","0255","CAR1 EBD on TAUPO VIEW ROAD missed inters or end of road, CAR1 went Over Bank, Fence, Other","CAR1 alcohol suspected, too fast on straight  ENV: road slippery (rain)","Wet","Dark","Light Rain","T Type Junction","Nil","0","0","0","1868722","5713321",
"TAURIKURA DRIVE","250","N","WHIORE AVENUE","201003764","25/06/2010","Fri","1620","CAR1 EBD on TAURIKURA DRIVE lost control turning right, CAR1 went Over Bank, Phone Box Etc. on right hand bend ","CAR1 too fast entering corner, lost control when turning, driver over-reacted, tyres","Dry","Overcast","Fine","Unknown","Nil","0","0","1","1873661","5818654",
"TAURIKURA DRIVE","15","S","WHIORE AVENUE","201204427","04/10/2012","Thu","1706","CAR1 SBD on TAURIKURA DRIVE hit PEDESTRIAN","CAR1 showing off  SKATEBOARDER2 pedestrian playing on road or unnecessarily on road","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1873463","5818449",
"TAUTAHANGA ROAD","5","N","OHUANGA ROAD","201040805","15/10/2010","Fri","1100","SUV1 SBD on TAUTAHANGA ROAD hit rear end of CAR2 stop/slow for cross traffic","SUV1 following too closely, failed to notice car slowing","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","0","1843213","5680592",
"TAUTAHANGA ROAD","20","N","OHUANGA ROAD","201240841","17/11/2012","Sat","1451","SUV1 SBD on TAUTAHANGA ROAD hit SUV2 manoeuvring","SUV1 inattentive, didnt see/look behind when reversing/manoeuvering  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1843564","5680997",
"TAUTAHANGA ROAD","","I","PATIKURA PLACE","201132094","07/03/2011","Mon","0730","CAR1 SBD on TAUTAHANGA ROAD hit obstruction, CAR1 hit Stray Animal","ENV: household pet rushed out or playing","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","0","1843127","5680805",
"TAUTAHANGA ROAD","","I","PUATAATA ROAD","201004416","14/08/2010","Sat","0100","CAR1 SBD on TAUTAHANGA ROAD lost control turning left, CAR1 hit Tree","CAR1 alcohol suspected, lost control when turning","Wet","Dark","Heavy Rain","T Type Junction","Give Way Sign","0","0","1","1843022","5681031",
"TAWA ST","","I","MATAI ST","201202756","03/06/2012","Sun","1320","CAR1 NBD on TAWA ST hit CAR2 crossing at right angle from right","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","1","1881281","5828498",
"TAWA ST","30","N","PURIRI ST","201236421","14/08/2012","Tue","1150","CAR1 SBD on TAWA ST hit CAR2 turning into angle park","CAR1 failed to notice indication of vehicle in front","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1881242","5828798",
"TAWA ST","","I","PURIRI ST","2935751","09/06/2009","Tue","0915","CAR1 NBD on TAWA ST hit CAR2 crossing at right angle from right","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","0","0","1881246","5828769",
"TAWA ST","20","N","TOTARA ST","2803322","28/05/2008","Wed","1740","MOTOR CYCLE1 NBD on TAWA ST hit obstruction, MOTOR CYCLE1 hit Stray Animal","MOTOR CYCLE1 suddenly swerved to avoid animal  ENV: household pet rushed out or playing","Dry","Dark","Fine","Unknown","N/A","0","0","2","1923297","5737624",
"TAWAI DELL","70","E","CHEYNE ROAD","201002203","29/03/2010","Mon","1107","CAR1 entering/leaving driveway hit PEDESTRIAN walking on footpath","CAR1 didnt see/look behind when reversing/manoeuvering  PEDESTRIAN2 pedestrian unsupervised child, pedestrian behind reversing/manoeuvering vehicle  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","N/A","0","0","1","1876240","5818606",
"TAY ST","10","N","MARINE PARADE","2837408","12/06/2008","Thu","1410","VAN1 SBD on TAY ST hit VAN2 reversing along road","VAN2 didnt see/look behind when reversing/manoeuvering","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","0","1882229","5828504",
"TAY ST","","I","TAY ROAD","2939728","30/08/2009","Sun","0927","CAR1 EBD on TAY ROAD hit CAR2 crossing at right angle from right","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","0","0","1881960","5828279",
"TAY ST","40","E","TWEED ST","201003719","05/07/2010","Mon","0145","CAR1 EBD on TAY ST missed inters or end of road, CAR1 hit Fence, Post Or Pole","CAR1 too fast on straight, inattentive, attention diverted by passengers","Dry","Dark","Fine","Unknown","N/A","0","0","1","1851027","5765686",
"TAY ST","","I","VALLEY ROAD","201006103","04/12/2010","Sat","2134","CAR1 SBD on TAY ST lost control turning left, CAR1 hit Kerb","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","0","1","1881960","5828279",
"TAY ST","","I","VALLEY ROAD","2939729","31/08/2009","Mon","1635","CAR1 EBD on TAY ST hit CAR2 crossing at right angle from right","CAR2 failed to give way at give way sign  ENV: markings faded","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","0","0","1881960","5828279",
"TE HONO ST","5","N","MAIHI CRESCENT W","201037918","14/07/2010","Wed","1642","CAR1 NBD on TE HONO ST hit CAR2 doing driveway manoeuvre","CAR1 too fast on straight, inattentive  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","N/A","0","0","0","1880822","5821198",
"TE HONO ST","","I","MIRIANA ST","201036320","10/06/2010","Thu","2140","CAR1 NBD on TE HONO ST lost control turning right, CAR1 hit Fence, Post Or Pole on right hand bend ","CAR1 too fast entering corner, lost control under heavy braking, showing off racing","Wet","Dark","Light Rain","Y Type Junction","Nil","0","0","0","1880970","5821321",
