2350800,Richmond
2351300,Richmond
2352700,Wakefield
2355301,Wakefield
2356200,Wakefield
2356300,Richmond
2357000,Wakefield
2357704,Richmond
2357705,Richmond
2358400,Richmond
2360002,Nelson Central
2361001,Nelson Central
2366502,Motueka
2366800,Motueka
2367001,Motueka
2367202,Motueka
2367800,Motueka
2370100,Motueka
2370200,Motueka
2370500,Motueka
2371600,Motueka
2372200,Motueka
2372500,Motueka
2372804,Motueka
2373700,Motueka
2374300,Wakefield
2375100,Wakefield
2375202,Murchison
2375204,Murchison
2375400,Murchison
2375500,Motueka
2375700,Wakefield
2376101,Wakefield
2380900,Murchison
2381000,Murchison
2382800,Murchison
2383000,Murchison
2383300,Karamea
2384102,Karamea
2385200,Granity
2386400,Granity
2387802,Westport
2388100,Westport
2388200,Westport
2388300,Greymouth
2388800,Westport
2397400,Reefton
2401700,Greymouth
2414802,Greymouth
2416603,Haast
2416801,Haast
2417502,Franz Josef
2417701,Franz Josef
2417702,Franz Josef
2418101,Franz Josef
2419200,Ross
2419400,Ross
2419902,Ross
2420700,Ross
2422400,Hokitika
2422900,Hokitika
2424700,Hokitika
2426700,Hanmer Springs
2427804,Hanmer Springs
2428200,Culverden
2428402,Culverden
2428700,Culverden
2429000,Culverden
2430000,Culverden
2431000,Cheviot
2431100,Cheviot
2433700,Waikari
2434701,Cheviot
2434800,Cheviot
2435100,Amberley
2436002,Amberley
2436800,Waikari
2438102,Amberley
2438201,Oxford
2438601,Rangiora
2439102,Amberley
2439602,Rangiora
2439700,Amberley
2439802,Amberley
2447503,Papanui
2448101,Kaiapoi
2450500,Oxford
2454902,Kaiapoi
2456001,Kaiapoi
2456003,Kaiapoi
2456004,Kaiapoi
2457003,Oxford
2457503,Oxford
2459500,Oxford
2459601,Oxford
2459602,Oxford
2460400,Darfield
2460600,Darfield
2460800,Darfield
2460900,Arthurs Pass
2461100,Arthurs Pass
2467400,Darfield
2474400,Hornby
2475300,Christchurch South
2475900,Christchurch South
2484302,Hornby
2484601,Hornby
2485000,Hornby
2485413,Christchurch South
2485500,Hornby
2485702,Hornby
2493000,Rolleston
2494000,Christchurch Airport
2494200,Christchurch Airport
2494400,Papanui
2494600,Hornby
2494900,Hornby
2496100,Rolleston
2496900,Rolleston
2500100,Lincoln
2502800,Papanui
2503302,Papanui
2503902,New Brighton
2506700,Papanui
2507000,Papanui
2507400,Papanui
2524500,Papanui
2531400,Papanui
2537200,Hornby
2537500,Hornby
2537600,Hornby
2537702,Hornby
2544600,Papanui
2544800,Hornby
2545100,Hornby
2551608,Christchurch South
2554100,Sumner
2554200,Christchurch South
2554300,Sumner
2555100,Sumner
2568200,New Brighton
2583500,Christchurch South
2585800,Christchurch South
2589102,Christchurch
2613600,Christchurch
2614200,Christchurch
2615600,Christchurch
2617602,Christchurch South
2629400,Christchurch South
2653700,Christchurch
2654300,Christchurch
2658300,Christchurch South
2659301,Christchurch South
2676700,Christchurch
2693700,Christchurch
2698000,Papanui
2698400,Papanui
2698700,Papanui
2700900,Sumner
2704500,Sumner
2706900,Lyttelton
2707100,Lyttelton
2708500,Lyttelton
2710000,Lyttelton
2711501,Lyttelton
2711503,Lyttelton
2712412,Leeston
2712600,Lincoln
2712700,Lincoln
2712802,Akaroa
2713501,Lincoln
2713900,Akaroa
2721801,Leeston
2722501,Leeston
2722503,Lincoln
2722504,Lincoln
2724700,Leeston
2725100,Leeston
2742600,Ashburton
2743700,Ashburton
2745300,Ashburton
2747400,Ashburton
2748300,Ashburton
2749600,Rakaia
2750100,Rakaia
2750500,Rakaia
2751000,Ashburton
2754200,Methven
2755300,Methven
2757600,Geraldine
2757800,Geraldine
2758000,Geraldine
2758801,Geraldine
2758802,Geraldine
2761900,Temuka
2769500,Temuka
2769900,Temuka
2772700,Temuka
2778000,Timaru
2778600,Pleasant Point
2805603,Fairlie
2812700,Lake Tekapo
2813500,Lake Tekapo
2813901,Lake Tekapo
2814102,Twizel
2814201,Twizel
2814800,St Andrews
2815600,St Andrews
2815800,St Andrews
2817300,Waimate
2823700,Waimate
2824000,St Andrews
2824300,St Andrews
2824801,Waimate
2824802,Waimate
2824803,Waimate
2824900,Waimate
2825702,Waimate
2826000,Waimate
2826500,Kurow
2826800,Hampden
2827000,Oamaru
2828600,Oamaru
2834300,Hampden
2834400,Hampden
2834700,Hampden
2835100,Hampden
2848804,Oamaru
2849000,Kurow
2849200,Kurow
2849700,Kurow
2849800,Hampden
2850301,Kurow
2850700,Kurow
2851200,Omarama
2852100,Omarama
2852202,Omarama
2853800,Palmerston (Otago)
2854100,Palmerston (Otago)
2854800,Palmerston (Otago)
2855102,Palmerston (Otago)
2856302,Waikouaiti
2856501,Waikouaiti
2856502,Palmerston (Otago)
2857200,Waikouaiti
2864100,Kaikorai Valley
2864200,Dunedin North
2877000,Dunedin North
2880200,Dunedin North
2888800,Kaikorai Valley
2889502,Kaikorai Valley
2890600,Kaikorai Valley
2891400,Kaikorai Valley
2895000,Dunedin Central
2896000,Dunedin Central
2900200,Dunedin Central
2901300,Dunedin Central
2901900,Dunedin Central
2903900,Dunedin Central
2909101,Waikouaiti
2909117,Green Island
2909127,Owaka
2914000,Dunedin South
2926300,Dunedin South
2932600,Dunedin South
2933000,Dunedin South
2938200,Dunedin South
2941500,Dunedin South
2941701,Portobello
2942802,Portobello
2943202,Portobello
2943500,Portobello
2944300,Portobello
2945400,Portobello
2952800,Green Island
2952900,Green Island
2953500,Green Island
2954102,Green Island
2954803,Dunedin South
2955600,Dunedin South
2956600,Green Island
2956704,Green Island
2975600,Mosgiel
2979802,Dunedin South
2980201,Green Island
2980401,Green Island
