"meshblockID" "urbanRuralGrade" "code" "urbanRural"
851500 "Satellite Urban Area" "C" "urban"
1096100 "Rural area with low urban influence" "F" "rural"
946600 "Satellite Urban Area" "C" "urban"
1105302 "Rural area with low urban influence" "F" "rural"
1103302 "Independent Urban Area" "B" "urban"
1183805 "Independent Urban Area" "B" "urban"
1372200 "Main urban area" "A" "urban"
1384400 "Main urban area" "A" "urban"
1370200 "Main urban area" "A" "urban"
1374400 "Main urban area" "A" "urban"
946900 "Satellite Urban Area" "C" "urban"
1182701 "Rural area with moderate urban influence" "E" "rural"
1091800 "Rural area with low urban influence" "F" "rural"
911402 "Main urban area" "A" "urban"
1103400 "Independent Urban Area" "B" "urban"
910700 "Main urban area" "A" "urban"
913300 "Main urban area" "A" "urban"
916701 "Main urban area" "A" "urban"
896300 "Main urban area" "A" "urban"
956601 "Main urban area" "A" "urban"
906200 "Main urban area" "A" "urban"
978118 "Main urban area" "A" "urban"
913200 "Main urban area" "A" "urban"
1320000 "Independent Urban Area" "B" "urban"
906100 "Main urban area" "A" "urban"
1318300 "Independent Urban Area" "B" "urban"
1221900 "Main urban area" "A" "urban"
1338500 "Rural area with low urban influence" "F" "rural"
1318600 "Independent Urban Area" "B" "urban"
1317700 "Independent Urban Area" "B" "urban"
771100 "Main urban area" "A" "urban"
999800 "Rural area with low urban influence" "F" "rural"
759731 "Main urban area" "A" "urban"
1221802 "Main urban area" "A" "urban"
777700 "Main urban area" "A" "urban"
776000 "Main urban area" "A" "urban"
775803 "Main urban area" "A" "urban"
774408 "Main urban area" "A" "urban"
752601 "Main urban area" "A" "urban"
752202 "Main urban area" "A" "urban"
1319901 "Independent Urban Area" "B" "urban"
1264305 "Main urban area" "A" "urban"
752602 "Main urban area" "A" "urban"
752500 "Main urban area" "A" "urban"
2884800 "Main urban area" "A" "urban"
2907200 "Main urban area" "A" "urban"
2973801 "Rural area with high urban influence" "D" "rural"
2894300 "Main urban area" "A" "urban"
2905900 "Main urban area" "A" "urban"
2866000 "Main urban area" "A" "urban"
2888100 "Main urban area" "A" "urban"
3182000 "Highly rural/remote area" "G" "rural"
2907400 "Main urban area" "A" "urban"
2893600 "Main urban area" "A" "urban"
2888202 "Main urban area" "A" "urban"
2879500 "Main urban area" "A" "urban"
2455705 "Rural area with high urban influence" "D" "rural"
2502301 "Main urban area" "A" "urban"
2941900 "Main urban area" "A" "urban"
2865300 "Main urban area" "A" "urban"
2502401 "Main urban area" "A" "urban"
2453202 "Main urban area" "A" "urban"
2865900 "Main urban area" "A" "urban"
2867000 "Main urban area" "A" "urban"
2502100 "Main urban area" "A" "urban"
2450900 "Main urban area" "A" "urban"
2447502 "Main urban area" "A" "urban"
2456502 "Main urban area" "A" "urban"
2755700 "Highly rural/remote area" "G" "rural"
2453100 "Main urban area" "A" "urban"
2451202 "Main urban area" "A" "urban"
2456600 "Main urban area" "A" "urban"
2455504 "Main urban area" "A" "urban"
2451100 "Main urban area" "A" "urban"
2455204 "Main urban area" "A" "urban"
2502002 "Main urban area" "A" "urban"
2879100 "Main urban area" "A" "urban"
2883900 "Main urban area" "A" "urban"
2906001 "Main urban area" "A" "urban"
2888201 "Main urban area" "A" "urban"
2447501 "Main urban area" "A" "urban"
2502501 "Main urban area" "A" "urban"
2502200 "Main urban area" "A" "urban"
2592100 "Main urban area" "A" "urban"
2451803 "Main urban area" "A" "urban"
2498000 "Main urban area" "A" "urban"
2497600 "Main urban area" "A" "urban"
2539602 "Main urban area" "A" "urban"
2487800 "Main urban area" "A" "urban"
2607100 "Main urban area" "A" "urban"
2475500 "Main urban area" "A" "urban"
2591100 "Main urban area" "A" "urban"
2087606 "Main urban area" "A" "urban"
2279903 "Area outside urban/rural profile" "Z" NA
1980600 "Main urban area" "A" "urban"
2087607 "Main urban area" "A" "urban"
2279806 "Independent Urban Area" "B" "urban"
1980800 "Main urban area" "A" "urban"
2475400 "Main urban area" "A" "urban"
2275102 "Independent Urban Area" "B" "urban"
2350705 "Highly rural/remote area" "G" "rural"
2825600 "Highly rural/remote area" "G" "rural"
2477200 "Main urban area" "A" "urban"
2088703 "Main urban area" "A" "urban"
1962800 "Main urban area" "A" "urban"
2777900 "Rural area with moderate urban influence" "E" "rural"
2078304 "Main urban area" "A" "urban"
2283000 "Area outside urban/rural profile" "Z" NA
1700500 "Main urban area" "A" "urban"
1701600 "Main urban area" "A" "urban"
3027801 "Area outside urban/rural profile" "Z" NA
2316002 "Main urban area" "A" "urban"
2350500 "Rural area with moderate urban influence" "E" "rural"
1699300 "Main urban area" "A" "urban"
1720802 "Main urban area" "A" "urban"
2851500 "Highly rural/remote area" "G" "rural"
2027100 "Main urban area" "A" "urban"
2093803 "Main urban area" "A" "urban"
1700100 "Main urban area" "A" "urban"
1704700 "Main urban area" "A" "urban"
2779000 "Rural area with low urban influence" "F" "rural"
1703200 "Main urban area" "A" "urban"
1700000 "Main urban area" "A" "urban"
2851700 "Rural area with low urban influence" "F" "rural"
2206600 "Main urban area" "A" "urban"
1682114 "Main urban area" "A" "urban"
1720605 "Main urban area" "A" "urban"
2779200 "Rural area with moderate urban influence" "E" "rural"
2364000 "Main urban area" "A" "urban"
1720804 "Main urban area" "A" "urban"
1720000 "Main urban area" "A" "urban"
2772700 "Rural area with moderate urban influence" "E" "rural"
2363203 "Main urban area" "A" "urban"
1699000 "Main urban area" "A" "urban"
1703300 "Main urban area" "A" "urban"
2211100 "Main urban area" "A" "urban"
1693000 "Main urban area" "A" "urban"
1701400 "Main urban area" "A" "urban"
2208700 "Main urban area" "A" "urban"
2208800 "Main urban area" "A" "urban"
2010400 "Main urban area" "A" "urban"
2173600 "Main urban area" "A" "urban"
2089200 "Main urban area" "A" "urban"
2087300 "Main urban area" "A" "urban"
2208900 "Main urban area" "A" "urban"
1980900 "Main urban area" "A" "urban"
2824000 "Rural area with low urban influence" "F" "rural"
2771800 "Independent Urban Area" "B" "urban"
1671102 "Area outside urban/rural profile" "Z" NA
1721600 "Main urban area" "A" "urban"
1711800 "Main urban area" "A" "urban"
1785302 "Rural area with moderate urban influence" "E" "rural"
1703400 "Main urban area" "A" "urban"
2222400 "Rural area with low urban influence" "F" "rural"
1785301 "Satellite Urban Area" "C" "urban"
2208600 "Main urban area" "A" "urban"
1782200 "Satellite Urban Area" "C" "urban"
2175500 "Main urban area" "A" "urban"
1785402 "Satellite Urban Area" "C" "urban"
1782000 "Satellite Urban Area" "C" "urban"
1782100 "Satellite Urban Area" "C" "urban"
1782300 "Satellite Urban Area" "C" "urban"
1852900 "Rural area with low urban influence" "F" "rural"
1909200 "Main urban area" "A" "urban"
2349500 "Highly rural/remote area" "G" "rural"
2056608 "Main urban area" "A" "urban"
2267700 "Satellite Urban Area" "C" "urban"
2372600 "Independent Urban Area" "B" "urban"
2039600 "Main urban area" "A" "urban"
2039300 "Main urban area" "A" "urban"
1753700 "Independent Urban Area" "B" "urban"
2056906 "Main urban area" "A" "urban"
1753300 "Independent Urban Area" "B" "urban"
1910400 "Main urban area" "A" "urban"
1753400 "Independent Urban Area" "B" "urban"
1754400 "Independent Urban Area" "B" "urban"
1753600 "Independent Urban Area" "B" "urban"
1410300 "Rural area with moderate urban influence" "E" "rural"
1654900 "Highly rural/remote area" "G" "rural"
1753200 "Independent Urban Area" "B" "urban"
2072504 "Main urban area" "A" "urban"
2039500 "Main urban area" "A" "urban"
99400 "Main urban area" "A" "urban"
142100 "Rural area with low urban influence" "F" "rural"
1045403 "Rural area with low urban influence" "F" "rural"
1410801 "Rural area with high urban influence" "D" "rural"
344600 "Main urban area" "A" "urban"
1411200 "Rural area with high urban influence" "D" "rural"
433801 "Main urban area" "A" "urban"
231002 "Main urban area" "A" "urban"
522200 "Main urban area" "A" "urban"
647800 "Main urban area" "A" "urban"
262100 "Main urban area" "A" "urban"
97600 "Main urban area" "A" "urban"
140400 "Independent Urban Area" "B" "urban"
180301 "Main urban area" "A" "urban"
517300 "Highly rural/remote area" "G" "rural"
512000 "Main urban area" "A" "urban"
481700 "Main urban area" "A" "urban"
552900 "Main urban area" "A" "urban"
644103 "Main urban area" "A" "urban"
606100 "Main urban area" "A" "urban"
91800 "Main urban area" "A" "urban"
145200 "Rural area with moderate urban influence" "E" "rural"
149500 "Main urban area" "A" "urban"
344200 "Main urban area" "A" "urban"
438214 "Main urban area" "A" "urban"
231300 "Main urban area" "A" "urban"
520000 "Main urban area" "A" "urban"
693300 "Main urban area" "A" "urban"
260100 "Main urban area" "A" "urban"
3126300 "Main urban area" "A" "urban"
3166705 "Area outside urban/rural profile" "Z" NA
3130500 "Main urban area" "A" "urban"
3126400 "Main urban area" "A" "urban"
3125300 "Main urban area" "A" "urban"
3130200 "Main urban area" "A" "urban"
3125400 "Main urban area" "A" "urban"
3129800 "Main urban area" "A" "urban"
3126200 "Main urban area" "A" "urban"
1264900 "Rural area with high urban influence" "D" "rural"
1304200 "Rural area with moderate urban influence" "E" "rural"
3126100 "Main urban area" "A" "urban"
999202 "Rural area with moderate urban influence" "E" "rural"
1248300 "Main urban area" "A" "urban"
999201 "Rural area with moderate urban influence" "E" "rural"
1336900 "Rural area with low urban influence" "F" "rural"
993700 "Highly rural/remote area" "G" "rural"
1265900 "Rural area with high urban influence" "D" "rural"
1304301 "Rural area with low urban influence" "F" "rural"
1248400 "Main urban area" "A" "urban"
1248200 "Main urban area" "A" "urban"
1304100 "Rural area with moderate urban influence" "E" "rural"
750900 "Main urban area" "A" "urban"
1059226 "Independent Urban Area" "B" "urban"
1326112 "Independent Urban Area" "B" "urban"
1252000 "Rural area with high urban influence" "D" "rural"
1059813 "Independent Urban Area" "B" "urban"
608357 "Area outside urban/rural profile" "Z" NA
991303 "Rural area with moderate urban influence" "E" "rural"
1295200 "Rural area with low urban influence" "F" "rural"
774801 "Main urban area" "A" "urban"
779200 "Main urban area" "A" "urban"
777900 "Main urban area" "A" "urban"
757400 "Main urban area" "A" "urban"
774443 "Main urban area" "A" "urban"
756800 "Main urban area" "A" "urban"
1059806 "Independent Urban Area" "B" "urban"
777503 "Main urban area" "A" "urban"
777402 "Main urban area" "A" "urban"
778800 "Main urban area" "A" "urban"
1059217 "Independent Urban Area" "B" "urban"
751900 "Main urban area" "A" "urban"
1299103 "Rural area with moderate urban influence" "E" "rural"
1134000 "Rural area with low urban influence" "F" "rural"
1266300 "Rural area with high urban influence" "D" "rural"
1368900 "Main urban area" "A" "urban"
1248700 "Main urban area" "A" "urban"
1367602 "Main urban area" "A" "urban"
1381802 "Main urban area" "A" "urban"
1368300 "Main urban area" "A" "urban"
780100 "Main urban area" "A" "urban"
1362300 "Rural area with moderate urban influence" "E" "rural"
774602 "Main urban area" "A" "urban"
1059307 "Independent Urban Area" "B" "urban"
1380002 "Main urban area" "A" "urban"
1102200 "Independent Urban Area" "B" "urban"
764000 "Rural area with high urban influence" "D" "rural"
1266703 "Independent Urban Area" "B" "urban"
1101600 "Independent Urban Area" "B" "urban"
1379300 "Main urban area" "A" "urban"
943402 "Satellite Urban Area" "C" "urban"
1102500 "Independent Urban Area" "B" "urban"
948001 "Rural area with moderate urban influence" "E" "rural"
942600 "Satellite Urban Area" "C" "urban"
1102100 "Independent Urban Area" "B" "urban"
1181903 "Rural area with low urban influence" "F" "rural"
1368000 "Main urban area" "A" "urban"
1381801 "Main urban area" "A" "urban"
1103800 "Independent Urban Area" "B" "urban"
862800 "Main urban area" "A" "urban"
850900 "Satellite Urban Area" "C" "urban"
896100 "Main urban area" "A" "urban"
909700 "Main urban area" "A" "urban"
910300 "Main urban area" "A" "urban"
905600 "Main urban area" "A" "urban"
958000 "Main urban area" "A" "urban"
895100 "Main urban area" "A" "urban"
862900 "Main urban area" "A" "urban"
904601 "Main urban area" "A" "urban"
895800 "Main urban area" "A" "urban"
2770701 "Rural area with low urban influence" "F" "rural"
2772300 "Rural area with low urban influence" "F" "rural"
2779900 "Independent Urban Area" "B" "urban"
2773400 "Rural area with low urban influence" "F" "rural"
2778900 "Rural area with low urban influence" "F" "rural"
2770902 "Rural area with low urban influence" "F" "rural"
2771300 "Rural area with moderate urban influence" "E" "rural"
2780001 "Independent Urban Area" "B" "urban"
2779800 "Independent Urban Area" "B" "urban"
2814400 "Highly rural/remote area" "G" "rural"
2804300 "Highly rural/remote area" "G" "rural"
2772100 "Rural area with moderate urban influence" "E" "rural"
2179200 "Main urban area" "A" "urban"
2179500 "Main urban area" "A" "urban"
2779700 "Independent Urban Area" "B" "urban"
2770901 "Rural area with low urban influence" "F" "rural"
2363205 "Main urban area" "A" "urban"
2197700 "Main urban area" "A" "urban"
2778600 "Rural area with low urban influence" "F" "rural"
2772400 "Rural area with low urban influence" "F" "rural"
2198002 "Main urban area" "A" "urban"
2171300 "Main urban area" "A" "urban"
2171100 "Main urban area" "A" "urban"
2178500 "Main urban area" "A" "urban"
2210500 "Main urban area" "A" "urban"
2178900 "Main urban area" "A" "urban"
2175700 "Main urban area" "A" "urban"
2198001 "Main urban area" "A" "urban"
2166600 "Main urban area" "A" "urban"
2210200 "Main urban area" "A" "urban"
2179000 "Main urban area" "A" "urban"
2176300 "Main urban area" "A" "urban"
2770600 "Rural area with moderate urban influence" "E" "rural"
2780002 "Independent Urban Area" "B" "urban"
2780003 "Rural area with low urban influence" "F" "rural"
2878900 "Main urban area" "A" "urban"
3038400 "Highly rural/remote area" "G" "rural"
2889100 "Main urban area" "A" "urban"
2891900 "Main urban area" "A" "urban"
2878600 "Main urban area" "A" "urban"
2165800 "Main urban area" "A" "urban"
2889300 "Main urban area" "A" "urban"
2172400 "Main urban area" "A" "urban"
2178800 "Main urban area" "A" "urban"
2870900 "Main urban area" "A" "urban"
2462900 "Rural area with moderate urban influence" "E" "rural"
2204700 "Main urban area" "A" "urban"
2891800 "Main urban area" "A" "urban"
2416901 "Highly rural/remote area" "G" "rural"
2879002 "Main urban area" "A" "urban"
2457303 "Rural area with moderate urban influence" "E" "rural"
2447101 "Main urban area" "A" "urban"
2447000 "Main urban area" "A" "urban"
2455601 "Rural area with high urban influence" "D" "rural"
2447900 "Rural area with high urban influence" "D" "rural"
2457501 "Rural area with moderate urban influence" "E" "rural"
2891300 "Main urban area" "A" "urban"
2892101 "Main urban area" "A" "urban"
2057002 "Main urban area" "A" "urban"
2040900 "Main urban area" "A" "urban"
2040400 "Main urban area" "A" "urban"
2070301 "Main urban area" "A" "urban"
1910900 "Main urban area" "A" "urban"
1911303 "Main urban area" "A" "urban"
2462500 "Highly rural/remote area" "G" "rural"
2471400 "Main urban area" "A" "urban"
2045401 "Main urban area" "A" "urban"
2056903 "Main urban area" "A" "urban"
2455602 "Rural area with high urban influence" "D" "rural"
2471600 "Main urban area" "A" "urban"
1911102 "Main urban area" "A" "urban"
2056605 "Area outside urban/rural profile" "Z" NA
2647800 "Main urban area" "A" "urban"
2039700 "Main urban area" "A" "urban"
2040801 "Main urban area" "A" "urban"
1414905 "Main urban area" "A" "urban"
1413400 "Main urban area" "A" "urban"
2475200 "Main urban area" "A" "urban"
2057001 "Main urban area" "A" "urban"
2070401 "Main urban area" "A" "urban"
1631600 "Highly rural/remote area" "G" "rural"
1675300 "Independent Urban Area" "B" "urban"
2497401 "Main urban area" "A" "urban"
2041300 "Main urban area" "A" "urban"
2380000 "Independent Urban Area" "B" "urban"
1744802 "Highly rural/remote area" "G" "rural"
1635800 "Independent Urban Area" "B" "urban"
2479100 "Main urban area" "A" "urban"
1675100 "Independent Urban Area" "B" "urban"
1414100 "Rural area with moderate urban influence" "E" "rural"
2540000 "Main urban area" "A" "urban"
1673500 "Rural area with low urban influence" "F" "rural"
1677700 "Independent Urban Area" "B" "urban"
2606100 "Main urban area" "A" "urban"
1674100 "Rural area with moderate urban influence" "E" "rural"
1673400 "Highly rural/remote area" "G" "rural"
1640100 "Rural area with low urban influence" "F" "rural"
1675200 "Independent Urban Area" "B" "urban"
1632100 "Independent Urban Area" "B" "urban"
