mb06,Urban/Rural Profile Classification Category,Main urban areas
2580800,Main urban area,Christchurch
2580900,Main urban area,Christchurch
2581000,Main urban area,Christchurch
2581100,Main urban area,Christchurch
2581200,Main urban area,Christchurch
2581300,Main urban area,Christchurch
2581400,Main urban area,Christchurch
2581500,Main urban area,Christchurch
2581600,Main urban area,Christchurch
2581700,Main urban area,Christchurch
2581800,Main urban area,Christchurch
2581900,Main urban area,Christchurch
2582000,Main urban area,Christchurch
2582100,Main urban area,Christchurch
2582200,Main urban area,Christchurch
2582300,Main urban area,Christchurch
2582400,Main urban area,Christchurch
2582501,Main urban area,Christchurch
2582503,Main urban area,Christchurch
2582504,Main urban area,Christchurch
2582600,Main urban area,Christchurch
2582700,Main urban area,Christchurch
2582800,Main urban area,Christchurch
2582900,Main urban area,Christchurch
2583000,Main urban area,Christchurch
2583100,Main urban area,Christchurch
2583200,Main urban area,Christchurch
2583300,Main urban area,Christchurch
2583400,Main urban area,Christchurch
2583500,Main urban area,Christchurch
2583600,Main urban area,Christchurch
2583700,Main urban area,Christchurch
2583800,Main urban area,Christchurch
2583900,Main urban area,Christchurch
2584000,Main urban area,Christchurch
2584100,Main urban area,Christchurch
2584200,Main urban area,Christchurch
2584300,Main urban area,Christchurch
2584400,Main urban area,Christchurch
2584500,Main urban area,Christchurch
2584600,Main urban area,Christchurch
2584700,Main urban area,Christchurch
2584800,Main urban area,Christchurch
2584900,Main urban area,Christchurch
2585000,Main urban area,Christchurch
2585100,Main urban area,Christchurch
2585200,Main urban area,Christchurch
2585300,Main urban area,Christchurch
2585400,Main urban area,Christchurch
2585500,Main urban area,Christchurch
2585600,Main urban area,Christchurch
2585700,Main urban area,Christchurch
2585800,Main urban area,Christchurch
2585900,Main urban area,Christchurch
2586000,Main urban area,Christchurch
2586100,Main urban area,Christchurch
2586200,Main urban area,Christchurch
2586300,Main urban area,Christchurch
2586400,Main urban area,Christchurch
2586500,Main urban area,Christchurch
2586600,Main urban area,Christchurch
2586700,Main urban area,Christchurch
2586800,Main urban area,Christchurch
2586900,Main urban area,Christchurch
2587000,Main urban area,Christchurch
2587100,Main urban area,Christchurch
2587200,Main urban area,Christchurch
2587300,Main urban area,Christchurch
2587400,Main urban area,Christchurch
2587500,Main urban area,Christchurch
2587600,Main urban area,Christchurch
2587700,Main urban area,Christchurch
2587800,Main urban area,Christchurch
2587900,Main urban area,Christchurch
2588000,Main urban area,Christchurch
2588100,Main urban area,Christchurch
2588200,Main urban area,Christchurch
2588300,Main urban area,Christchurch
2588400,Main urban area,Christchurch
2588500,Main urban area,Christchurch
2588600,Main urban area,Christchurch
2588700,Main urban area,Christchurch
2588800,Main urban area,Christchurch
2588900,Main urban area,Christchurch
2589000,Main urban area,Christchurch
2589101,Main urban area,Christchurch
2589102,Main urban area,Christchurch
2589201,Main urban area,Christchurch
2589202,Main urban area,Christchurch
2589203,Main urban area,Christchurch
2589300,Main urban area,Christchurch
2589402,Main urban area,Christchurch
2589403,Main urban area,Christchurch
2589404,Main urban area,Christchurch
2589405,Main urban area,Christchurch
2589406,Main urban area,Christchurch
2589407,Main urban area,Christchurch
2589500,Main urban area,Christchurch
2589600,Main urban area,Christchurch
2589700,Main urban area,Christchurch
2589800,Main urban area,Christchurch
2589900,Main urban area,Christchurch
2590000,Main urban area,Christchurch
2590100,Main urban area,Christchurch
2590202,Main urban area,Christchurch
2590203,Main urban area,Christchurch
2590204,Main urban area,Christchurch
2590301,Main urban area,Christchurch
2590302,Main urban area,Christchurch
2590400,Main urban area,Christchurch
2590500,Main urban area,Christchurch
2590600,Main urban area,Christchurch
2590700,Main urban area,Christchurch
2590800,Main urban area,Christchurch
2590900,Main urban area,Christchurch
2591000,Main urban area,Christchurch
2591100,Main urban area,Christchurch
2591200,Main urban area,Christchurch
2591300,Main urban area,Christchurch
2591401,Main urban area,Christchurch
2591402,Main urban area,Christchurch
2591500,Main urban area,Christchurch
2591601,Main urban area,Christchurch
2591602,Main urban area,Christchurch
2591700,Main urban area,Christchurch
2591800,Main urban area,Christchurch
2591900,Main urban area,Christchurch
2592000,Main urban area,Christchurch
2592100,Main urban area,Christchurch
2592200,Main urban area,Christchurch
2592300,Main urban area,Christchurch
2592400,Main urban area,Christchurch
2592500,Main urban area,Christchurch
2592600,Main urban area,Christchurch
2592700,Main urban area,Christchurch
2592800,Main urban area,Christchurch
2592900,Main urban area,Christchurch
2593000,Main urban area,Christchurch
2593100,Main urban area,Christchurch
2593200,Main urban area,Christchurch
2593300,Main urban area,Christchurch
2593400,Main urban area,Christchurch
2593500,Main urban area,Christchurch
2593600,Main urban area,Christchurch
2593700,Main urban area,Christchurch
2593800,Main urban area,Christchurch
2593901,Main urban area,Christchurch
2593902,Main urban area,Christchurch
2594000,Main urban area,Christchurch
2594100,Main urban area,Christchurch
2594200,Main urban area,Christchurch
2594300,Main urban area,Christchurch
2594400,Main urban area,Christchurch
2594500,Main urban area,Christchurch
2594600,Main urban area,Christchurch
2594700,Main urban area,Christchurch
2594800,Main urban area,Christchurch
2594900,Main urban area,Christchurch
2595000,Main urban area,Christchurch
2595100,Main urban area,Christchurch
2595200,Main urban area,Christchurch
2595300,Main urban area,Christchurch
2595400,Main urban area,Christchurch
2595500,Main urban area,Christchurch
2595600,Main urban area,Christchurch
2595700,Main urban area,Christchurch
2595800,Main urban area,Christchurch
2595900,Main urban area,Christchurch
2596000,Main urban area,Christchurch
2596100,Main urban area,Christchurch
2596200,Main urban area,Christchurch
2596300,Main urban area,Christchurch
2596400,Main urban area,Christchurch
2596501,Main urban area,Christchurch
2596502,Main urban area,Christchurch
2596600,Main urban area,Christchurch
2596700,Main urban area,Christchurch
2596800,Main urban area,Christchurch
2596900,Main urban area,Christchurch
2597000,Main urban area,Christchurch
2597100,Main urban area,Christchurch
2597200,Main urban area,Christchurch
2597300,Main urban area,Christchurch
2597400,Main urban area,Christchurch
2597500,Main urban area,Christchurch
2597600,Main urban area,Christchurch
2597700,Main urban area,Christchurch
2597800,Main urban area,Christchurch
2597900,Main urban area,Christchurch
2598000,Main urban area,Christchurch
2598100,Main urban area,Christchurch
2598200,Main urban area,Christchurch
2598300,Main urban area,Christchurch
2598400,Main urban area,Christchurch
2598500,Main urban area,Christchurch
2598600,Main urban area,Christchurch
2598700,Main urban area,Christchurch
2598800,Main urban area,Christchurch
2598900,Main urban area,Christchurch
2599000,Main urban area,Christchurch
2599100,Main urban area,Christchurch
2599200,Main urban area,Christchurch
2599300,Main urban area,Christchurch
2599400,Main urban area,Christchurch
2599500,Main urban area,Christchurch
2599600,Main urban area,Christchurch
2599700,Main urban area,Christchurch
2599800,Main urban area,Christchurch
2599900,Main urban area,Christchurch
2600000,Main urban area,Christchurch
2600100,Main urban area,Christchurch
2600200,Main urban area,Christchurch
2600300,Main urban area,Christchurch
2600401,Main urban area,Christchurch
2600402,Main urban area,Christchurch
2600500,Main urban area,Christchurch
2600600,Main urban area,Christchurch
2600700,Main urban area,Christchurch
2600800,Main urban area,Christchurch
2600900,Main urban area,Christchurch
2601001,Main urban area,Christchurch
2601002,Main urban area,Christchurch
2601100,Main urban area,Christchurch
2601200,Main urban area,Christchurch
2601300,Main urban area,Christchurch
2601400,Main urban area,Christchurch
2601500,Main urban area,Christchurch
2601600,Main urban area,Christchurch
2601700,Main urban area,Christchurch
2601800,Main urban area,Christchurch
2601900,Main urban area,Christchurch
2602000,Main urban area,Christchurch
2602100,Main urban area,Christchurch
2602200,Main urban area,Christchurch
2602300,Main urban area,Christchurch
2602400,Main urban area,Christchurch
2602500,Main urban area,Christchurch
2602600,Main urban area,Christchurch
2602700,Main urban area,Christchurch
2602801,Main urban area,Christchurch
2602802,Main urban area,Christchurch
2602900,Main urban area,Christchurch
2603000,Main urban area,Christchurch
2603100,Main urban area,Christchurch
2603200,Main urban area,Christchurch
2603301,Main urban area,Christchurch
2603302,Main urban area,Christchurch
2603303,Main urban area,Christchurch
2603400,Main urban area,Christchurch
2603500,Main urban area,Christchurch
2603601,Main urban area,Christchurch
2603602,Main urban area,Christchurch
2603700,Main urban area,Christchurch
2603800,Main urban area,Christchurch
2603900,Main urban area,Christchurch
2604000,Main urban area,Christchurch
2604100,Main urban area,Christchurch
2604200,Main urban area,Christchurch
2604300,Main urban area,Christchurch
2604400,Main urban area,Christchurch
2604504,Main urban area,Christchurch
2604505,Main urban area,Christchurch
2604506,Main urban area,Christchurch
2604507,Main urban area,Christchurch
2604508,Main urban area,Christchurch
2604509,Main urban area,Christchurch
2604510,Main urban area,Christchurch
2604511,Main urban area,Christchurch
2604512,Main urban area,Christchurch
2604513,Main urban area,Christchurch
2604514,Main urban area,Christchurch
2604515,Main urban area,Christchurch
2604600,Main urban area,Christchurch
2604700,Main urban area,Christchurch
2604801,Main urban area,Christchurch
2604802,Main urban area,Christchurch
2604803,Main urban area,Christchurch
2604804,Main urban area,Christchurch
2604900,Main urban area,Christchurch
2605000,Main urban area,Christchurch
2605100,Main urban area,Christchurch
2605200,Main urban area,Christchurch
2605300,Main urban area,Christchurch
2605400,Main urban area,Christchurch
2605500,Main urban area,Christchurch
2605600,Main urban area,Christchurch
2605700,Main urban area,Christchurch
2605800,Main urban area,Christchurch
2605900,Main urban area,Christchurch
2606000,Main urban area,Christchurch
2606100,Main urban area,Christchurch
2606200,Main urban area,Christchurch
2606300,Main urban area,Christchurch
2606400,Main urban area,Christchurch
2606500,Main urban area,Christchurch
2606600,Main urban area,Christchurch
2606700,Main urban area,Christchurch
2606800,Main urban area,Christchurch
2606900,Main urban area,Christchurch
2607000,Main urban area,Christchurch
2607100,Main urban area,Christchurch
2607200,Main urban area,Christchurch
2607300,Main urban area,Christchurch
2607400,Main urban area,Christchurch
2607500,Main urban area,Christchurch
2607600,Main urban area,Christchurch
2607700,Main urban area,Christchurch
2607800,Main urban area,Christchurch
2607900,Main urban area,Christchurch
2608000,Main urban area,Christchurch
2608100,Main urban area,Christchurch
2608200,Main urban area,Christchurch
2608300,Main urban area,Christchurch
2608400,Main urban area,Christchurch
2608500,Main urban area,Christchurch
2608600,Main urban area,Christchurch
2608700,Main urban area,Christchurch
2608800,Main urban area,Christchurch
2608900,Main urban area,Christchurch
2609000,Main urban area,Christchurch
2609100,Main urban area,Christchurch
2609200,Main urban area,Christchurch
2609300,Main urban area,Christchurch
2609400,Main urban area,Christchurch
2609500,Main urban area,Christchurch
2609600,Main urban area,Christchurch
2609700,Main urban area,Christchurch
2609800,Main urban area,Christchurch
2609900,Main urban area,Christchurch
2610000,Main urban area,Christchurch
2610100,Main urban area,Christchurch
2610200,Main urban area,Christchurch
2610300,Main urban area,Christchurch
2610400,Main urban area,Christchurch
2610500,Main urban area,Christchurch
2610600,Main urban area,Christchurch
2610700,Main urban area,Christchurch
2610800,Main urban area,Christchurch
2610900,Main urban area,Christchurch
2611000,Main urban area,Christchurch
2611100,Main urban area,Christchurch
2611200,Main urban area,Christchurch
2611300,Main urban area,Christchurch
2611400,Main urban area,Christchurch
2611500,Main urban area,Christchurch
2611600,Main urban area,Christchurch
2611700,Main urban area,Christchurch
2611800,Main urban area,Christchurch
2611900,Main urban area,Christchurch
2612000,Main urban area,Christchurch
2612100,Main urban area,Christchurch
2612200,Main urban area,Christchurch
2612300,Main urban area,Christchurch
2612400,Main urban area,Christchurch
2612500,Main urban area,Christchurch
2612600,Main urban area,Christchurch
2612700,Main urban area,Christchurch
2612800,Main urban area,Christchurch
2612900,Main urban area,Christchurch
2613000,Main urban area,Christchurch
2613100,Main urban area,Christchurch
2613200,Main urban area,Christchurch
2613300,Main urban area,Christchurch
2613400,Main urban area,Christchurch
2613500,Main urban area,Christchurch
2613600,Main urban area,Christchurch
2613700,Main urban area,Christchurch
2613800,Main urban area,Christchurch
2613900,Main urban area,Christchurch
2614000,Main urban area,Christchurch
2614100,Main urban area,Christchurch
2614200,Main urban area,Christchurch
2614300,Main urban area,Christchurch
2614400,Main urban area,Christchurch
2614500,Main urban area,Christchurch
2614600,Main urban area,Christchurch
2614700,Main urban area,Christchurch
2614800,Main urban area,Christchurch
2614900,Main urban area,Christchurch
2615000,Main urban area,Christchurch
2615100,Main urban area,Christchurch
2615200,Main urban area,Christchurch
2615300,Main urban area,Christchurch
2615400,Main urban area,Christchurch
2615500,Main urban area,Christchurch
2615600,Main urban area,Christchurch
2615700,Main urban area,Christchurch
2615800,Main urban area,Christchurch
2615901,Main urban area,Christchurch
2615902,Main urban area,Christchurch
2616000,Main urban area,Christchurch
2616100,Main urban area,Christchurch
2616200,Main urban area,Christchurch
2616300,Main urban area,Christchurch
2616400,Main urban area,Christchurch
2616500,Main urban area,Christchurch
2616600,Main urban area,Christchurch
2616700,Main urban area,Christchurch
2616800,Main urban area,Christchurch
2616900,Main urban area,Christchurch
2617000,Main urban area,Christchurch
2617100,Main urban area,Christchurch
2617200,Main urban area,Christchurch
2617300,Main urban area,Christchurch
2617400,Main urban area,Christchurch
2617500,Main urban area,Christchurch
2617601,Main urban area,Christchurch
2617602,Main urban area,Christchurch
2617700,Main urban area,Christchurch
2617800,Main urban area,Christchurch
2617900,Main urban area,Christchurch
2618000,Main urban area,Christchurch
2618100,Main urban area,Christchurch
2618200,Main urban area,Christchurch
2618300,Main urban area,Christchurch
2618400,Main urban area,Christchurch
2618500,Main urban area,Christchurch
2618600,Main urban area,Christchurch
2618700,Main urban area,Christchurch
2618800,Main urban area,Christchurch
2618900,Main urban area,Christchurch
2619000,Main urban area,Christchurch
2619100,Main urban area,Christchurch
2619200,Main urban area,Christchurch
2619300,Main urban area,Christchurch
2619400,Main urban area,Christchurch
2619500,Main urban area,Christchurch
2619600,Main urban area,Christchurch
2619700,Main urban area,Christchurch
2619800,Main urban area,Christchurch
2619901,Main urban area,Christchurch
2619902,Main urban area,Christchurch
2619903,Main urban area,Christchurch
2620000,Main urban area,Christchurch
2620100,Main urban area,Christchurch
2620200,Main urban area,Christchurch
2620300,Main urban area,Christchurch
2620400,Main urban area,Christchurch
2620500,Main urban area,Christchurch
2620600,Main urban area,Christchurch
2620700,Main urban area,Christchurch
2620801,Main urban area,Christchurch
2620802,Main urban area,Christchurch
2620803,Main urban area,Christchurch
2620900,Main urban area,Christchurch
2621000,Main urban area,Christchurch
2621100,Main urban area,Christchurch
2621200,Main urban area,Christchurch
2621300,Main urban area,Christchurch
2621400,Main urban area,Christchurch
2621501,Main urban area,Christchurch
2621502,Main urban area,Christchurch
2621503,Main urban area,Christchurch
2621601,Main urban area,Christchurch
2621602,Main urban area,Christchurch
2621603,Main urban area,Christchurch
2621701,Main urban area,Christchurch
2621702,Main urban area,Christchurch
2621703,Main urban area,Christchurch
2621800,Main urban area,Christchurch
2621900,Main urban area,Christchurch
2622000,Main urban area,Christchurch
2622100,Main urban area,Christchurch
2622200,Main urban area,Christchurch
2622300,Main urban area,Christchurch
2622400,Main urban area,Christchurch
2622500,Main urban area,Christchurch
2622600,Main urban area,Christchurch
2622701,Main urban area,Christchurch
2622702,Main urban area,Christchurch
2622703,Main urban area,Christchurch
2622801,Main urban area,Christchurch
2622802,Main urban area,Christchurch
2622803,Main urban area,Christchurch
2622900,Main urban area,Christchurch
2623000,Main urban area,Christchurch
2623100,Main urban area,Christchurch
2623200,Main urban area,Christchurch
2623300,Main urban area,Christchurch
2623400,Main urban area,Christchurch
2623500,Main urban area,Christchurch
2623600,Main urban area,Christchurch
2623700,Main urban area,Christchurch
2623800,Main urban area,Christchurch
2623900,Main urban area,Christchurch
2624000,Main urban area,Christchurch
2624100,Main urban area,Christchurch
2624200,Main urban area,Christchurch
2624301,Main urban area,Christchurch
2624302,Main urban area,Christchurch
2624401,Main urban area,Christchurch
2624402,Main urban area,Christchurch
2624501,Main urban area,Christchurch
2624502,Main urban area,Christchurch
2624601,Main urban area,Christchurch
2624602,Main urban area,Christchurch
2624700,Main urban area,Christchurch
2624800,Main urban area,Christchurch
2624900,Main urban area,Christchurch
2625000,Main urban area,Christchurch
2625100,Main urban area,Christchurch
2625200,Main urban area,Christchurch
2625300,Main urban area,Christchurch
2625400,Main urban area,Christchurch
2625500,Main urban area,Christchurch
2625600,Main urban area,Christchurch
2625700,Main urban area,Christchurch
2625800,Main urban area,Christchurch
2625900,Main urban area,Christchurch
2626000,Main urban area,Christchurch
2626100,Main urban area,Christchurch
2626200,Main urban area,Christchurch
2626300,Main urban area,Christchurch
2626400,Main urban area,Christchurch
2626500,Main urban area,Christchurch
2626600,Main urban area,Christchurch
2626700,Main urban area,Christchurch
2626800,Main urban area,Christchurch
2626900,Main urban area,Christchurch
2627000,Main urban area,Christchurch
2627100,Main urban area,Christchurch
2627200,Main urban area,Christchurch
2627300,Main urban area,Christchurch
2627400,Main urban area,Christchurch
2627500,Main urban area,Christchurch
2627600,Main urban area,Christchurch
2627700,Main urban area,Christchurch
2627800,Main urban area,Christchurch
2627900,Main urban area,Christchurch
2628000,Main urban area,Christchurch
2628100,Main urban area,Christchurch
2628200,Main urban area,Christchurch
2628300,Main urban area,Christchurch
2628400,Main urban area,Christchurch
2628500,Main urban area,Christchurch
2628600,Main urban area,Christchurch
2628700,Main urban area,Christchurch
2628800,Main urban area,Christchurch
2628900,Main urban area,Christchurch
2629000,Main urban area,Christchurch
2629100,Main urban area,Christchurch
2629200,Main urban area,Christchurch
2629300,Main urban area,Christchurch
2629400,Main urban area,Christchurch
2629501,Main urban area,Christchurch
2629502,Main urban area,Christchurch
2629600,Main urban area,Christchurch
2629700,Main urban area,Christchurch
2629800,Main urban area,Christchurch
2629900,Main urban area,Christchurch
2630000,Main urban area,Christchurch
2630100,Main urban area,Christchurch
2630200,Main urban area,Christchurch
2630300,Main urban area,Christchurch
2630400,Main urban area,Christchurch
2630500,Main urban area,Christchurch
2630600,Main urban area,Christchurch
2630700,Main urban area,Christchurch
2630800,Main urban area,Christchurch
2630900,Main urban area,Christchurch
2631000,Main urban area,Christchurch
2631100,Main urban area,Christchurch
2631200,Main urban area,Christchurch
2631300,Main urban area,Christchurch
2631400,Main urban area,Christchurch
2631500,Main urban area,Christchurch
2631600,Main urban area,Christchurch
2631700,Main urban area,Christchurch
2631800,Main urban area,Christchurch
2631900,Main urban area,Christchurch
2632000,Main urban area,Christchurch
2632100,Main urban area,Christchurch
2632201,Main urban area,Christchurch
2632202,Main urban area,Christchurch
2632300,Main urban area,Christchurch
2632400,Main urban area,Christchurch
2632500,Main urban area,Christchurch
2632600,Main urban area,Christchurch
2632700,Main urban area,Christchurch
2632800,Main urban area,Christchurch
2632900,Main urban area,Christchurch
2633000,Main urban area,Christchurch
2633100,Main urban area,Christchurch
2633200,Main urban area,Christchurch
2633300,Main urban area,Christchurch
2633400,Main urban area,Christchurch
2633500,Main urban area,Christchurch
2633600,Main urban area,Christchurch
2633700,Main urban area,Christchurch
2633800,Main urban area,Christchurch
2633900,Main urban area,Christchurch
2634000,Main urban area,Christchurch
2634100,Main urban area,Christchurch
2634200,Main urban area,Christchurch
2634300,Main urban area,Christchurch
2634400,Main urban area,Christchurch
2634500,Main urban area,Christchurch
2634600,Main urban area,Christchurch
2634700,Main urban area,Christchurch
2634800,Main urban area,Christchurch
2634900,Main urban area,Christchurch
2635000,Main urban area,Christchurch
2635100,Main urban area,Christchurch
2635200,Main urban area,Christchurch
2635300,Main urban area,Christchurch
2635400,Main urban area,Christchurch
2635500,Main urban area,Christchurch
2635600,Main urban area,Christchurch
2635700,Main urban area,Christchurch
2635801,Main urban area,Christchurch
2635802,Main urban area,Christchurch
2635900,Main urban area,Christchurch
2636000,Main urban area,Christchurch
2636100,Main urban area,Christchurch
2636200,Main urban area,Christchurch
2636300,Main urban area,Christchurch
2636400,Main urban area,Christchurch
2636500,Main urban area,Christchurch
2636600,Main urban area,Christchurch
2636700,Main urban area,Christchurch
2636800,Main urban area,Christchurch
2636900,Main urban area,Christchurch
2637000,Main urban area,Christchurch
2637100,Main urban area,Christchurch
2637200,Main urban area,Christchurch
2637300,Main urban area,Christchurch
2637400,Main urban area,Christchurch
2637500,Main urban area,Christchurch
2637600,Main urban area,Christchurch
2637700,Main urban area,Christchurch
2637800,Main urban area,Christchurch
2637900,Main urban area,Christchurch
2638000,Main urban area,Christchurch
2638100,Main urban area,Christchurch
2638200,Main urban area,Christchurch
2638300,Main urban area,Christchurch
2638400,Main urban area,Christchurch
2638500,Main urban area,Christchurch
2638600,Main urban area,Christchurch
2638701,Main urban area,Christchurch
2638702,Main urban area,Christchurch
2638800,Main urban area,Christchurch
2638900,Main urban area,Christchurch
2639000,Main urban area,Christchurch
2639100,Main urban area,Christchurch
2639200,Main urban area,Christchurch
2639300,Main urban area,Christchurch
2639400,Main urban area,Christchurch
2639500,Main urban area,Christchurch
2639600,Main urban area,Christchurch
2639700,Main urban area,Christchurch
2639800,Main urban area,Christchurch
2639900,Main urban area,Christchurch
2640000,Main urban area,Christchurch
2640100,Main urban area,Christchurch
2640200,Main urban area,Christchurch
2640300,Main urban area,Christchurch
2640400,Main urban area,Christchurch
2640500,Main urban area,Christchurch
2640600,Main urban area,Christchurch
2640700,Main urban area,Christchurch
2640800,Main urban area,Christchurch
2640900,Main urban area,Christchurch
2641000,Main urban area,Christchurch
2641100,Main urban area,Christchurch
2641200,Main urban area,Christchurch
2641300,Main urban area,Christchurch
2641400,Main urban area,Christchurch
2641500,Main urban area,Christchurch
2641600,Main urban area,Christchurch
2641701,Main urban area,Christchurch
2641702,Main urban area,Christchurch
2641800,Main urban area,Christchurch
2641900,Main urban area,Christchurch
2642001,Main urban area,Christchurch
2642002,Main urban area,Christchurch
2642003,Main urban area,Christchurch
2642100,Main urban area,Christchurch
2642200,Main urban area,Christchurch
2642300,Main urban area,Christchurch
2642400,Main urban area,Christchurch
2642500,Main urban area,Christchurch
2642600,Main urban area,Christchurch
2642700,Main urban area,Christchurch
2642800,Main urban area,Christchurch
2642900,Main urban area,Christchurch
2643000,Main urban area,Christchurch
2643100,Main urban area,Christchurch
2643200,Main urban area,Christchurch
2643300,Main urban area,Christchurch
2643400,Main urban area,Christchurch
2643500,Main urban area,Christchurch
2643600,Main urban area,Christchurch
2643700,Main urban area,Christchurch
2643800,Main urban area,Christchurch
2643900,Main urban area,Christchurch
2644000,Main urban area,Christchurch
2644100,Main urban area,Christchurch
2644200,Main urban area,Christchurch
2644300,Main urban area,Christchurch
2644400,Main urban area,Christchurch
2644500,Main urban area,Christchurch
2644600,Main urban area,Christchurch
2644700,Main urban area,Christchurch
2644800,Main urban area,Christchurch
2644900,Main urban area,Christchurch
2645000,Main urban area,Christchurch
2645100,Main urban area,Christchurch
2645200,Main urban area,Christchurch
2645300,Main urban area,Christchurch
2645400,Main urban area,Christchurch
2645500,Main urban area,Christchurch
2645600,Main urban area,Christchurch
2645700,Main urban area,Christchurch
2645800,Main urban area,Christchurch
2645900,Main urban area,Christchurch
2646000,Main urban area,Christchurch
2646100,Main urban area,Christchurch
2646200,Main urban area,Christchurch
2646300,Main urban area,Christchurch
2646400,Main urban area,Christchurch
2646500,Main urban area,Christchurch
2646600,Main urban area,Christchurch
2646700,Main urban area,Christchurch
2646800,Main urban area,Christchurch
2646900,Main urban area,Christchurch
2647000,Main urban area,Christchurch
2647100,Main urban area,Christchurch
2647200,Main urban area,Christchurch
2647300,Main urban area,Christchurch
2647400,Main urban area,Christchurch
2647500,Main urban area,Christchurch
2647600,Main urban area,Christchurch
2647700,Main urban area,Christchurch
2647800,Main urban area,Christchurch
2647900,Main urban area,Christchurch
2648000,Main urban area,Christchurch
2648100,Main urban area,Christchurch
2648200,Main urban area,Christchurch
2648300,Main urban area,Christchurch
2648400,Main urban area,Christchurch
2648500,Main urban area,Christchurch
2648600,Main urban area,Christchurch
2648700,Main urban area,Christchurch
2648800,Main urban area,Christchurch
2648900,Main urban area,Christchurch
2649000,Main urban area,Christchurch
2649100,Main urban area,Christchurch
2649200,Main urban area,Christchurch
2649300,Main urban area,Christchurch
2649400,Main urban area,Christchurch
2649500,Main urban area,Christchurch
2649600,Main urban area,Christchurch
2649700,Main urban area,Christchurch
2649800,Main urban area,Christchurch
2649900,Main urban area,Christchurch
2650000,Main urban area,Christchurch
2650100,Main urban area,Christchurch
2650200,Main urban area,Christchurch
2650300,Main urban area,Christchurch
2650400,Main urban area,Christchurch
2650500,Main urban area,Christchurch
2650600,Main urban area,Christchurch
2650700,Main urban area,Christchurch
2650800,Main urban area,Christchurch
2650900,Main urban area,Christchurch
2651000,Main urban area,Christchurch
2651100,Main urban area,Christchurch
2651200,Main urban area,Christchurch
2651300,Main urban area,Christchurch
2651400,Main urban area,Christchurch
2651500,Main urban area,Christchurch
2651600,Main urban area,Christchurch
2651700,Main urban area,Christchurch
2651800,Main urban area,Christchurch
2651900,Main urban area,Christchurch
2652000,Main urban area,Christchurch
2652100,Main urban area,Christchurch
2652200,Main urban area,Christchurch
2652300,Main urban area,Christchurch
2652400,Main urban area,Christchurch
2652500,Main urban area,Christchurch
2652600,Main urban area,Christchurch
2652700,Main urban area,Christchurch
2652800,Main urban area,Christchurch
2652900,Main urban area,Christchurch
2653000,Main urban area,Christchurch
2653100,Main urban area,Christchurch
2653200,Main urban area,Christchurch
2653300,Main urban area,Christchurch
2653400,Main urban area,Christchurch
2653500,Main urban area,Christchurch
2653600,Main urban area,Christchurch
2653700,Main urban area,Christchurch
2653800,Main urban area,Christchurch
2653900,Main urban area,Christchurch
2654000,Main urban area,Christchurch
2654100,Main urban area,Christchurch
2654200,Main urban area,Christchurch
2654300,Main urban area,Christchurch
2654400,Main urban area,Christchurch
2654500,Main urban area,Christchurch
2654600,Main urban area,Christchurch
2654700,Main urban area,Christchurch
2654800,Main urban area,Christchurch
2654900,Main urban area,Christchurch
2655000,Main urban area,Christchurch
2655100,Main urban area,Christchurch
2655200,Main urban area,Christchurch
2655300,Main urban area,Christchurch
2655400,Main urban area,Christchurch
2655500,Main urban area,Christchurch
2655600,Main urban area,Christchurch
2655700,Main urban area,Christchurch
2655800,Main urban area,Christchurch
2655900,Main urban area,Christchurch
2656000,Main urban area,Christchurch
2656100,Main urban area,Christchurch
2656200,Main urban area,Christchurch
2656300,Main urban area,Christchurch
2656400,Main urban area,Christchurch
2656500,Main urban area,Christchurch
2656600,Main urban area,Christchurch
2656700,Main urban area,Christchurch
2656800,Main urban area,Christchurch
2656900,Main urban area,Christchurch
2657000,Main urban area,Christchurch
2657100,Main urban area,Christchurch
2657200,Main urban area,Christchurch
2657300,Main urban area,Christchurch
2657400,Main urban area,Christchurch
2657500,Main urban area,Christchurch
2657600,Main urban area,Christchurch
2657700,Main urban area,Christchurch
2657800,Main urban area,Christchurch
2657900,Main urban area,Christchurch
2658000,Main urban area,Christchurch
2658100,Main urban area,Christchurch
2658200,Main urban area,Christchurch
2658300,Main urban area,Christchurch
2658400,Main urban area,Christchurch
2658500,Main urban area,Christchurch
2658600,Main urban area,Christchurch
2658700,Main urban area,Christchurch
2658800,Main urban area,Christchurch
2658900,Main urban area,Christchurch
2659000,Main urban area,Christchurch
2659100,Main urban area,Christchurch
2659200,Main urban area,Christchurch
2659301,Main urban area,Christchurch
2659302,Main urban area,Christchurch
2659400,Main urban area,Christchurch
2659500,Main urban area,Christchurch
2659600,Main urban area,Christchurch
2659700,Main urban area,Christchurch
2659800,Main urban area,Christchurch
2659900,Main urban area,Christchurch
2660000,Main urban area,Christchurch
2660100,Main urban area,Christchurch
2660200,Main urban area,Christchurch
2660300,Main urban area,Christchurch
2660400,Main urban area,Christchurch
2660500,Main urban area,Christchurch
2660600,Main urban area,Christchurch
2660700,Main urban area,Christchurch
2660800,Main urban area,Christchurch
2660900,Main urban area,Christchurch
2661000,Main urban area,Christchurch
2661100,Main urban area,Christchurch
2661200,Main urban area,Christchurch
2661300,Main urban area,Christchurch
2661400,Main urban area,Christchurch
2661500,Main urban area,Christchurch
